v1,yearq,airline,year,quarter,totalrecords,ontime,cancelled,diverted,aircarrierdelay,extremeweatherdelay,nasdelay,securitydelay,latearrivingaircraftdelay,totaldelay,enplanedpassengers,totalbag,pper1000,flightproblems,oversales,reservation,fares,refunds,baggage,customerservice,disability,advertising,discrimination,animals,other,totalcomplaint,cash,curr_assets,prop_equip,prop_equip_no_tot,assets,curr_liabilities,non_rec_liab,sh_hld_equity,liab_sh_hld_equity,net_income,op_profit_loss,trans_rev_pax,mail,total_property,prop_freight,prop_bag,op_revenues,op_expenses,tdomt_gallons,tdomt_cost,empfte,tot_fly_ops,total_air_hours,air_days_assign,totalpercent,hetero,salaries,landing_fees,revpaxenplaned,revpaxmiles,revtonmiles,avltonmiles,avlseatmiles,revmilesflown,revmilesched,revairhours,airhourramp2ramp,sparsity,grandtotalflights,heterogeneity,lfp,lff,yieldpax,yield_or,fleetutil,avglandingfee,fueleff,lcc,recession,percpita_gdp,percent_gdp,avg_fare,adj_avg_fare,percent_chg_fare,carriercode,occasion,occasioncount,lyield,lLFP,lfleetutil,lfueleff,lpOntime,lmisbagg,ltotaldelay,lcomplaint,lhetero,lavglandfee,lsparsity,ltdomt_cost,lrevpaxenplaned,lempfte,revpaxmileTotal,lMKTshare,OPOR,lyield_mean,lLFP_mean,lfleetutil_mean,lfueleff_mean,lpOntime_mean,lmisbagg_mean,ltotaldelay_mean,lcomplaint_mean,lhetero_mean,lavglandfee_mean,lsparsity_mean,lMKTshare_mean,ltdomt_cost_mean,lrevpaxenplaned_mean,lempfte_mean,lyield_w,lLFPw,lfleetutil_w,lfueleff_w,lpOntime_w,lmisbagg_w,ltotaldelay_w,lcomplaint_w,lhetero_w,lavglandfee_w,lsparsity_w,lMKTshare_w,ltdomt_costw,lrevpaxenplaned_w,lempfte_w,clyield_mean,clLFP_mean,clfleetutil_mean,clfueleff_mean,clpOntime_mean,clmisbagg_mean,cltotaldelay_mean,clcomplaint_mean,clhetero_mean,clavglandfee_mean,clsparsity_mean,clMKTshare_mean,cltdomt_cost_mean,clrevpaxenplaned_mean,clempfte_mean
161,20061,HAWAIIAN,2006,1,12029,11271,19,1,497,15,9,1,217,759,1470302,4898,9.9499998,0,0,0,1,1,3,1,1,0,0,0,0,7,28281.33,363632.94,85236.883,0,773833.13,303115.75,517385.06,-56827.641,773833.13,-3245.8401,3095.1001,176190.05,85.220001,7274.4102,6202.0698,1072.34,195335.61,192240.52,24712272,46328450,9106,92341.023,15.95,2.1600001,.55555558,.44444445,37568.738,2136.98,1440356,1557057455,173249795,288849090,1739265633,7370685,7194174,16200,19142,.27939981,12159,.37787563,.89523846,.59979343,.11315578,.11230925,.30767748,175.75294,70.380646,0,0,51200,1.12781,323.33578,437.73044,.038715266,16,9,64,-2.1789899,-.11066516,-1.1787032,4.2539182,-.065087348,2.2975726,6.6320019,1.9459101,-.97319019,5.1690793,-1.2751116,17.651266,14.180401,9.1166887,122790944768,-4.3676853,.015845038,-1.9896747,-.14304188,-1.2052833,4.2794709,-.08746098,2.089457,7.1815281,2.8884876,-.67200166,5.6783667,-1.341495,-4.1805482,18.067671,14.528169,9.4245348,-.1893152,.032376714,.026580095,-.02555275,.022373632,.20811558,-.54952621,-.94257748,-.30118853,-.50928736,.066383481,-.18713713,-.41640472,-.34776783,-.30784607,.032459352,.073381864,-.105584,-.17384101,.15647723,-.39344439,-2.4044597,-1.1860147,-.067221068,.40082857,1.0791577,-.8338176,-.80012441,-1.0764637,-1.0820404
162,20061,ATLANTIC SOUTHEAST,2006,1,67267,49181,1478,105,5989,2643,7069,23,781,18088,2914374,49334,51.099998,13,3,1,0,0,1,0,2,0,1,0,0,21,57944,222029,1549336,0,1836328,345679,980506,459517,1836328,14811,42532,313602,0,0,0,0,313602,271070,45489255,94738623,16023,147968,91.440002,13.77,.375,.625,53974,4352,2913148,1514995529,151743892,251545556,1931984437,35473545,31973546,90365,117486,.18924229,68920,.44737348,.7841655,.60324615,.20699863,.16232118,.27668846,63.145676,42.471226,0,0,51200,1.12781,323.33578,437.73044,.038715266,8,9,35,-1.5750431,-.24313518,-1.2848631,3.7488267,-.31316242,3.9337845,9.8030043,3.0445225,-.80436152,4.1454444,-1.6647271,18.366632,14.884745,9.6817808,122790944768,-4.3950706,.13562414,-1.7314658,-.26338071,-1.2327936,4.9375162,-.32547048,3.4362276,9.9387054,2.831116,-.76397395,3.6278193,-1.7633801,-4.5200491,17.230247,14.939577,9.5305462,.15642273,.020245522,-.052069545,-1.1886895,.012308061,.49755692,-.13570118,.21340656,-.040387571,.51762509,.098652959,.12497854,1.136385,-.054832458,.15123463,.29066822,-.046956964,-.13309428,.48420426,-.081532262,.95332617,.35271764,-1.2433863,-.15919335,-1.6497188,.65727276,-1.1733185,-1.6375477,-.66505522,-.97602904
163,20061,ATA,2006,1,5272,3742,84,2,251,9,774,7,404,1531,611905,3734,18.370001,0,0,0,0,0,0,0,0,0,0,0,0,0,7132,240543,89904,0,443753,192068,148619,103066,443753,1011269.5,-36610.828,79696.883,0,0,0,0,94683.031,131293.86,16912379,31662448,9307,71197.727,16.299999,1.55,.42857143,.5714286,25259.721,407.47,615693,898597870,91938605,169141190,1299732740,7325954,6767402,16119,18252,.17639256,5272,.47316855,.69137126,.54356128,.088690259,.072848074,.43817204,77.289452,76.850967,0,0,51200,1.12781,323.33578,437.73044,.038715266,7,9,12,-2.4226053,-.36907831,-.82514364,4.3418679,-.34278956,2.9107189,7.3336763,,-.74830359,4.3475575,-1.7350433,17.270641,13.330503,9.1385221,122790944768,-4.9174027,-.38666725,-2.4500458,-.33118555,-.88659239,4.3491359,-.26580435,2.6118407,7.7127662,2.6192057,-.56965595,5.7412162,-1.8902135,-4.3396792,17.717676,14.045612,9.4696465,.027440548,-.037892759,.061448753,-.007267952,-.07698521,.29887819,-.37908983,,-.17864764,-1.3936586,.1551702,-.5777235,-.44703484,-.71510887,-.33112431,-.42791179,-.11476181,.2131069,-.10417607,-.021866137,.12893932,-1.8732216,-1.4552965,.035124641,.46367809,.53043932,-.99294865,-1.1501191,-1.55902,-1.0369288
164,20061,AMERICAN,2006,1,160445,122332,2390,293,8291,2199,14891,61,9991,38116,19318640,121833,18.940001,69,6,25,5,26,76,40,16,0,6,0,10,279,144450,6690220,15180968,0,26508172,8750607,14703590,-1066433,26508172,-108444,-6339,2790237,13501,59834,41617,18217,3436925,3443264,464551522,843397397,223740,1296537,396.92999,47.880001,.78125,.21875,725005,82367,19028901,21894861248,2309674072,3974431951,27655639521,175423357,177951265,393834,462260,.089314587,158484,.61204547,.79169607,.58113313,.12743798,.12427574,.34542084,519.71808,59.53191,0,0,51200,1.12781,323.33578,437.73044,.038715266,6,9,64,-2.0601256,-.23357771,-1.0629917,4.0865126,-.27121255,2.9412761,10.548389,5.6312118,-.49094871,6.2532864,-2.4155905,20.552948,16.761469,12.31824,122790944768,-1.7242314,-.0018443812,-1.9891251,-.18568857,-1.0692221,4.1493225,-.26430672,2.5604877,10.588089,6.016552,-.39275768,6.1825323,-2.454685,-1.7929829,20.627779,16.840406,12.337802,-.071000457,-.047889143,.0062303543,-.062809944,-.0069058239,.38078833,-.039699554,-.38534021,-.098191023,.070754051,.039094448,.068751574,-.074831009,-.078937531,-.019561768,.033008907,.030735172,.030477196,-.30398944,-.020368511,.07758633,1.0021012,1.9420497,.21202292,.90499419,-.034032192,1.5537477,1.7599838,1.235774,1.8312267
165,20061,US,2006,1,128073,103799,1656,280,6333,305,9532,46,6122,24274,12925632,95748,22.370001,35,10,29,11,19,43,21,11,0,0,0,10,189,489577,1383616,1738710,0,5250161,3446914,1732518,-133334,5250161,-56436,-14021,854330,2638,22934,18981,3953,1345217,1359238,143174000,267085000,59184,431659,156.96001,22.77,.80246913,.19753087,214454,18329,7787606,6364226423,650596095,1163136919,8321227571,57271469,57890953,139979,168381,.090765476,80834,.85177368,.76481819,.55934608,.13423941,.16166088,.28722003,226.74864,58.119682,0,0,51200,1.12781,323.33578,437.73044,.038715266,27,9,41,-2.0081306,-.26811713,-1.2475067,4.0625043,-.21014407,3.1077209,10.097161,5.2417469,-.16043442,5.423842,-2.3994763,19.403078,15.868044,10.988406,122790944768,-2.9597905,-.010422854,-1.993342,-.20615524,-1.051116,4.134016,-.23429155,2.5142708,9.9736452,5.3621802,-.21275288,5.6314526,-2.4605527,-2.6074708,19.832302,16.183376,11.307163,-.014788508,-.061961889,-.19639075,-.071511745,.024147481,.59345007,.12351608,-.12043333,.052318454,-.20761061,.061076403,-.35231972,-.42922401,-.31533241,-.31875706,.028791998,.010268502,.048583299,-.31929591,.0096466588,.031369369,.3876574,1.287678,.39202771,.35391447,-.039899912,.73925984,.96450686,.57874399,.80058801
166,20061,ALASKA,2006,1,37624,26961,790,116,3161,144,3137,65,3249,10662,3424626,14914,13.09,11,0,4,1,1,5,5,0,0,0,0,3,30,139499,1399319,1788765,19166,3604449,1493885,1173850,551683,3604449,-76444,-145761,464758,6568,13252,10802,2450,527356,673117,80300841,147488009,27178,233027,83.080002,8.8599997,.75510204,.24489796,116051,9793,3497785,3518467895,365689996,636629200,4841249871,35298455,33377464,82723,95989,.1100554,39701,.77863359,.72676849,.57441598,.13209102,.10892972,.39070728,246.66885,60.288906,0,0,51200,1.12781,323.33578,437.73044,.038715266,2,9,64,-2.0242641,-.31914729,-.93979663,4.0991483,-.33325076,2.5718486,9.2744417,3.4011974,-.2502147,5.5080466,-2.2067714,18.809258,15.06764,10.210163,122790944768,-3.5524576,-.27639961,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,.0078258514,-.11304393,.013858676,-.16077137,-.1286145,.26869702,.40774632,.17223668,.098495871,-.37167597,.035218716,-.35179782,-.39309883,-.29386139,-.14789391,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
167,20061,ENVOY,2006,1,130856,97584,4190,314,6690,1230,10278,9,10561,33272,4245449,56918,40.240002,15,5,3,0,3,12,7,1,0,0,0,0,46,76.669998,278834.41,2927819,0,4192362,457134.34,3648805.8,191023.98,4192362,6605.0601,49938.219,455725.59,0,0,0,0,455647.53,405709.31,65605309,128141041,28021,186737.52,154.63,21.57,.5,.5,95927.023,13585.9,4246945,1918789230,191912976,325701759,2707310934,55671649,57406877,152047,203267,.069072843,127057,.71085888,.70874357,.58922917,.23750685,.16830263,.29869804,106.9276,41.266644,0,0,51200,1.12781,323.33578,437.73044,.038715266,13,9,56,-1.4375588,-.3442615,-1.2083222,3.7200546,-.29338393,3.6948617,10.412472,3.8286414,-.34128135,4.672152,-2.6725936,18.668642,15.26171,10.240709,122790944768,-4.1587887,.10959835,-1.6408215,-.29306766,-1.6029867,3.6849475,-.29583371,3.2101371,10.196259,3.7423904,-.42317587,3.3110759,-2.5845485,-4.3169031,18.751755,15.193357,10.330316,.20326269,-.051193833,.39466453,.035107136,.0024497807,.48472452,.21621323,.08625102,.081894517,1.3610761,-.08804512,.15811443,-.083112717,.068352699,-.089606285,.38131258,-.076643921,-.50328737,-.76836443,-.051895496,.72723573,.61027074,-.33211181,.18160473,-1.9664621,-.1638957,-.97017252,-.11604048,-.41127488,-.17625964
168,20061,CONTINENTAL,2006,1,74962,54949,592,165,3556,579,10704,170,4249,20015,8915871,36812,12.43,17,10,12,5,10,22,15,4,0,4,0,4,103,1916452,3655522.5,6172755,0,10892844,4505459.5,5518661.5,1360706,10892844,-219246,-145424,1285128,7148,32958,22045,10913,1955222,2100646,188736000,345333000,99775,602143,186.84,21.9,.83471072,.16528925,317072,43761,8579645,10279180745,1080630932,1427782580,12678439419,84746622,85300481,192015,228202,.12493186,74425,.81043112,.81076074,.7568596,.12502241,.1542163,.35547945,587.98792,67.175522,0,0,51200,1.12781,323.33578,437.73044,.038715266,10,9,32,-2.0792623,-.20978229,-1.0342878,4.2073088,-.31057584,2.520113,9.9042377,4.6347289,-.21018893,6.3767066,-2.0799868,19.660019,15.964903,11.510673,122790944768,-2.4803627,-.074377231,-2.0873456,-.18978263,-1.0283042,4.2427278,-.26421896,2.3969214,9.6883888,4.7999697,-.23382159,6.3912215,-2.0734308,-2.5113509,19.742954,15.943987,11.55141,.0080833435,-.019999653,-.0059835911,-.035418987,-.046356887,.1231916,.21584892,-.16524076,.023632661,-.014514923,-.0065560341,.030988216,-.082935333,.020915985,-.040737152,-.065211557,.026641108,.071395069,-.21058418,-.020280743,-.08598002,.10240103,.72546744,.37095901,1.1136835,.347222,.83537972,.87515903,.33935454,1.0448345
169,20061,NORTHWEST,2006,1,102300,80047,1374,267,7370,1230,8295,82,3634,22252,10485627,47805,13.72,22,8,15,3,12,23,11,8,0,2,0,7,111,55586,3057290,7949424,281177,18136136,3176113,15879868,-930556,18136136,-598815,57214,1322463,266,69013,64552,4461,1990383,1933169,215463176,402174753,92609,615342,199.87,28.290001,.51999998,.47999999,277190,38053,10695000,9836434345,1127278638,1759754161,12209726896,84938608,85774197,199178,242591,.10065001,101883,.82236165,.80562282,.6405887,.13444537,.16301617,.2943767,373.49704,56.667347,0,0,51200,1.12781,323.33578,437.73044,.038715266,20,9,24,-2.0065973,-.21613961,-1.222895,4.0371981,-.2452957,2.6188545,10.010187,4.7095304,-.19557501,5.9229102,-2.2961061,19.812397,16.185287,11.436142,122790944768,-2.52439,.028745221,-2.025847,-.20002566,-1.2224101,4.0357761,-.27703792,2.4904771,10.080109,4.8545165,-.19896154,5.8787875,-2.252147,-2.5656266,19.830851,16.196928,11.446602,.019249678,-.016113952,-.00048494339,.0014219284,.031742215,.12837744,-.069921494,-.14498615,.0033865273,.044122696,-.043959141,.041236639,-.018453598,-.011640549,-.0104599,-.0037129181,.01639808,-.12271079,-.41753581,-.033099707,.0075756721,.49412084,.78001428,.40581906,.6012494,.16850582,.78110397,.96305537,.59229571,.94002664
170,20061,JETBLUE,2006,1,34083,24063,340,372,1884,180,3630,44,3569,10019,4360753,17821,12.39,7,0,2,0,1,1,0,0,0,1,0,0,12,1199.1899,610044.56,3132118,0,4067737.8,796756,2154184.3,888744.31,4067737.8,-31554.66,-24907.131,463248.59,850.21997,1825.15,294,1531.15,490527.94,515435.06,86166816,160428989,27012,240566.34,96.010002,8.6000004,.55555558,.44444445,107711.72,16936.221,4319857,5533167984,555905589,790151146,6573156156,42850171,43228872,96019,110349,.12538241,33783,.10494489,.84178251,.70354337,.083722129,.074625939,.46516472,501.32373,76.284081,1,0,51200,1.12781,323.33578,437.73044,.038715266,18,9,64,-2.480252,-.1722336,-.76536369,4.3344641,-.34812334,2.5168898,9.2122383,2.4849067,-2.2543199,6.2172523,-2.0763869,18.893362,15.278733,10.204037,122790944768,-3.0997229,-.050776172,-2.1311915,-.18307546,-.84272844,4.2380457,-.29700884,2.0371277,9.4821033,3.9720833,-.98921597,6.2422075,-2.4159315,-2.9974527,19.367519,15.578291,10.492418,-.34906054,.010841861,.077364743,.096418381,-.0511145,.47976208,-.26986504,-1.4871767,-1.2651039,-.024955273,.33954453,-.10227013,-.47415733,-.29955769,-.28838158,-.10905745,.033348285,.25697085,-.21526624,-.053070631,-.44577369,-.10388444,-.10241887,-.38443539,.96466941,.0047213184,.34927785,.49972412,-.026341407,-.014156943
171,20061,FRONTIER,2006,1,20169,15084,64,11,1312,50,2508,2,1138,5085,2179226,11872,16.469999,6,0,1,0,1,2,1,2,0,0,0,1,14,272839.47,390957.34,510428.06,0,970431.94,301011.5,405481.75,228775.59,970431.94,-7825.77,-8865.04,191679,0,2284.7,1623.3101,661.40002,229883.28,238748.31,40062395,75085759,12727,110321.19,41.459999,3.96,.68000001,.31999999,40781.859,7878.4199,1859031,1666001348,168508946,773752797,2149810190,17555555,17621457,40381,47047,.11875543,28454,.45218754,.77495277,.21778136,.11505333,.1069319,.43623737,276.88269,53.661549,1,0,51200,1.12781,323.33578,437.73044,.038715266,15,9,59,-2.1623595,-.25495321,-.82956874,3.9826968,-.2905122,2.8015406,8.53405,2.6390574,-.79365826,5.6235938,-2.1306891,18.134142,14.435566,9.4514809,122790944768,-4.3000569,-.038563222,-2.3166032,-.16297232,-.86293924,4.2506828,-.26682985,2.2212188,8.5602121,3.8751516,-.70109469,6.0136666,-2.0599482,-3.9503918,18.405107,14.855331,9.4184647,.15424371,-.091980889,.033370495,-.26798606,-.023682356,.58032179,-.026162148,-1.2360942,-.09256357,-.39007282,-.070740938,-.34966516,-.27096558,-.41976547,.033016205,-.29446915,.053451426,.23676005,-.2026291,-.022891635,-.2616826,-1.0257757,-.19935057,-.096314095,.73612851,.36070457,-.60366118,-.46268776,-.7493009,-1.0881106
172,20061,SOUTHWEST,2006,1,264631,214271,2492,364,11830,943,8105,197,26429,50360,22513000,109368,14.57,5,0,4,0,1,11,11,4,0,0,0,1,37,-22585,4128962,9351192,0,14722658,4448587,1397845,6856635,14722658,61462,98119,1889584,8494,32029,27041,4988,2019452,1921333,329786059,499744945,94289,862105,394.88,40.23,.625,.375,508866,52158,22033131,15302244774,1584443034,2989824149,22110312075,162085545,163064084,394256,454910,.032607544,262583,.53093207,.69208634,.52994525,.1234841,.091335304,.40898168,198.63434,67.044411,1,0,51200,1.12781,323.33578,437.73044,.038715266,24,9,63,-2.0916429,-.36804456,-.89408493,4.2053552,-.21109483,2.6789646,10.826953,3.6109178,-.63312119,5.2914658,-3.4232116,20.029608,16.908058,11.45412,122790944768,-2.0824838,.048586942,-1.9381496,-.24768832,-.99800581,4.2257662,-.22438076,2.4071965,10.974837,4.4619985,-.73705715,5.7340302,-3.4921861,-1.8572142,20.49897,17.183941,11.724526,-.15349329,-.12035623,.10392088,-.020411015,.013285935,.27176809,-.14788437,-.85108066,.10393596,-.44256449,.068974495,-.22526956,-.46936226,-.27588272,-.27040672,.083984472,-.031264581,.10169348,-.22754575,.019557452,-.075704895,1.3888495,.38749626,-.13227655,.45649216,-1.0715333,1.4895164,1.6311748,1.5793085,1.2179512
173,20061,UNITED,2006,1,120709,88067,2423,200,7817,451,11588,3,10160,32642,14131439,64029,13.63,42,8,37,5,17,53,19,8,5,4,0,8,206,6253,6229986,11519294,244474,25748964,7599765,15668798,1820604,25748964,13336718,-105350,1978673,15439,32336,26580,5756,3005815,3111165,300565302,582935239,160230,880231,298.59,32.16,.62962961,.37037036,507263,54059,13757067,16572424806,1771535111,2849614767,20815656416,132896239,135232650,297717,343991,.084958516,118605,.79372597,.79615194,.62167531,.1193955,.14440164,.3868548,455.79022,69.25502,0,0,51200,1.12781,323.33578,437.73044,.038715266,26,9,64,-2.1253138,-.22796524,-.94970584,4.2377958,-.31528479,2.6122732,10.393355,5.3278761,-.23101701,6.1220326,-2.4655921,20.183586,16.437063,11.984365,122790944768,-2.002743,-.035048731,-2.0489318,-.17315583,-.87182105,4.2581077,-.24680431,2.4408674,10.161814,5.8796186,-.22192177,6.4861526,-2.5942547,-1.9436948,20.364365,16.567757,12.162584,-.076381922,-.054809406,-.077884793,-.020311832,-.068480477,.17140579,.23154163,-.55174255,-.0090952367,-.36412001,.12866259,-.059048176,-.1807785,-.13069344,-.17821884,-.026797798,.043267913,.22787824,-.19520427,-.0028660994,-.042033989,.57582593,1.8051164,.38285881,1.2086146,-.17360196,1.4030358,1.4965694,.96312433,1.6560091
174,20061,COMAIR,2006,1,67748,54899,1165,136,4414,1703,5157,18,256,12849,2453418,22680,27.709999,5,0,0,0,0,1,0,0,0,0,0,0,6,122838,877358,1404262,0,2289664,210939,1246462,605672,2289664,-2462,4303,283344,0,0,0,0,283344,279041,40951274,75075227,18375,147241,89.089996,13.31,.55555558,.44444445,59176,7832,2440421,1193751338,120747919,220041945,1699396322,32535679,23027729,89205,114163,.12886012,66913,.5306232,.70245612,.54874957,.23735596,.16673215,.27889431,117.04751,41.498009,0,0,51200,1.12781,323.33578,437.73044,.038715266,9,9,28,-1.4381943,-.35317236,-1.2769223,3.7256455,-.2102998,3.3217933,9.4610214,1.7917595,-.63370311,4.7625799,-2.0490279,18.134001,14.707681,9.8187466,122790944768,-4.6333823,.015186487,-1.5289799,-.32247224,-1.2482288,3.7095194,-.31642225,3.2698188,9.6493855,2.9563649,-.55519408,4.8367476,-2.3581889,-4.7558508,18.131918,14.640444,9.6418724,.090785623,-.030700117,-.028693557,.016126156,.10612245,.051974535,-.18836403,-1.1646054,-.078509033,-.074167728,.30916095,.12246847,.0020828247,.0672369,.17687416,.49315414,-.1060485,-.1485295,-.74379253,-.072484039,.78691739,.063397661,-1.1181374,.049586516,-.44079044,.062463913,-1.4091202,-.73587728,-.96418852,-.86470282
175,20062,NORTHWEST,2006,2,107592,87075,654,236,6946,1764,7558,27,3333,20518,12075541,42626,10.57,16,7,20,6,12,13,26,8,2,4,0,2,116,63252,3396835,7753006,372917,18450220,3374736,16270883,-1208792,18450220,-52672,309794,1576467,372,77455,71923,5532,2287300,1977506,227539219,480283565,90808,664878,206.21001,27.889999,.51999998,.47999999,279174,38430,12246505,10942794486,1259086233,1853781294,12809714685,89029981,89375257,205694,251570,.10166687,107935,.82136828,.85425746,.67919892,.14406438,.1785598,.30807039,356.04761,56.296734,0,0,51210,.01953,341.53766,454.67731,-.03880604,20,10,24,-1.937495,-.15752265,-1.1774269,4.0306363,-.21157648,2.3580198,9.9290581,4.7535901,-.19678369,5.8750644,-2.2860539,19.989887,16.320751,11.416503,137546399744,-2.53128,.13544092,-2.025847,-.20002566,-1.2224101,4.0357761,-.27703792,2.4904771,10.080109,4.8545165,-.19896154,5.8787875,-2.252147,-2.5656266,19.830851,16.196928,11.446602,.088351965,.042503014,.044983149,-.0051398277,.065461442,-.13245726,-.15105057,-.1009264,.0021778494,-.0037231445,-.033906937,.034346581,.15903664,.12382317,-.030098915,-.0037129181,.01639808,-.12271079,-.41753581,-.033099707,.0075756721,.49412084,.78001428,.40581906,.6012494,.16850582,.78110397,.96305537,.59229571,.94002664
176,20062,ALASKA,2006,2,40244,30966,347,60,2732,68,2769,57,3245,9278,4043982,17829,13.15,6,0,0,1,1,5,3,2,0,0,0,0,18,140548,1479400,1862981,18743,3798478,1400809,1208228,763198,3798478,40861,34352,577861,7257,18373,15057,3316,653893,619541,85461511,180618586,27985,270715,88.059998,9.3100004,.75510204,.24489796,123569,11925,4094213,4169258483,434098493,693967399,5291043082,38228783,36055711,87693,102106,.11159804,43352,.78699964,.78798425,.62553155,.13860042,.1235849,.39411026,275.07382,61.911415,0,0,51210,.01953,341.53766,454.67731,-.03880604,2,10,64,-1.9761602,-.23827717,-.93112457,4.1257048,-.2620711,2.5764217,9.1354017,2.8903718,-.23952748,5.6170397,-2.1928518,19.011898,15.225085,10.239424,137546399744,-3.4962232,.052534588,-2.0320899,-.20610335,-.9536553,4.2599196,-.20463626,2.3031516,8.8666954,3.2289608,-.34871057,5.8797226,-2.2419901,-3.2006598,19.202356,15.361502,10.358057,.05592978,-.032173812,.022530735,-.13421488,-.057434842,.27327013,.26870632,-.33858895,.10918309,-.26268291,.049138308,-.29556346,-.1904583,-.13641644,-.11863327,-.0099559091,.010320388,.14604399,-.19339229,.03930195,-.1797498,-.7192924,-.84554148,.25607002,.60218447,.17866269,.14607082,.33456108,-.24313065,-.1485182
177,20062,ATA,2006,2,4737,3079,39,4,280,3,838,13,480,1657,640480,3241,15.13,0,0,0,0,0,0,0,0,0,0,0,0,0,6250,249654,89836,0,449441,201044,150481,97916,449441,-26296.881,-23318.891,93564.398,0,0,0,0,110639.88,133958.77,17439883,37204477,8204,75979.32,16.559999,1.61,.42857143,.5714286,24568.93,1987.7,669242,1022041558,103411581,167429636,1296419399,7482578,6884834,16220,18374,.13333528,4777,.51543093,.7883572,.61764205,.091546573,.085342661,.42857143,416.09796,74.336472,0,0,51210,.01953,341.53766,454.67731,-.03880604,7,10,12,-2.3909075,-.237804,-.84729785,4.3086019,-.43079916,2.7166796,7.4127641,,-.66275197,6.0309205,-2.0148885,17.43194,13.413901,9.0123768,137546399744,-4.9021592,-.21076387,-2.4500458,-.33118555,-.88659239,4.3491359,-.26580435,2.6118407,7.7127662,2.6192057,-.56965595,5.7412162,-1.8902135,-4.3396792,17.717676,14.045612,9.4696465,.059138298,.093381554,.039294541,-.040534019,-.16499481,.10483885,-.3000021,,-.093096018,.28970432,-.12467504,-.56247997,-.28573608,-.63171101,-.45726967,-.42791179,-.11476181,.2131069,-.10417607,-.021866137,.12893932,-1.8732216,-1.4552965,.035124641,.46367809,.53043932,-.99294865,-1.1501191,-1.55902,-1.0369288
178,20062,AIRTRAN,2006,2,59074,45271,280,120,2410,74,4646,0,6273,13803,5570705,26892,14.43,5,2,3,0,0,14,7,2,0,1,0,0,34,225097.36,545352.19,769631.44,0,1463403.5,463463.13,610871.13,389069.16,1463403.5,31709.279,54098.25,507008.59,0,3048.76,864.73999,2184.02,526720.38,472622.13,77316100,159098952,21108,279866.41,92.529999,10.03,.55555558,.44444445,79565.844,11190.62,5385385,3684393962,370243996,531985400,4710797216,38367109,38374106,92238,113733,.12938593,58746,.39615873,.78211689,.69596648,.13760976,.1118113,.38438851,190.49161,60.929058,0,0,51210,.01953,341.53766,454.67731,-.03880604,1,10,40,-1.9833333,-.24575107,-.95610148,4.1097102,-.26612425,2.6693094,9.5326414,3.5263605,-.92594033,5.249608,-2.0449555,18.885036,15.499199,9.957407,137546399744,-3.6198552,.10270772,-2.0773172,-.26001126,-.98357624,4.1284389,-.24225728,2.0289955,9.3473701,3.6798499,-1.2251009,5.3300877,-2.1151128,-3.5685983,18.90897,15.433859,9.9910622,.093983889,.014260188,.027474761,-.018728733,-.023866966,.64031386,.18527126,-.15348935,.29916054,-.080479622,.07015729,-.051256895,-.023933411,.065340042,-.033655167,-.055183198,-.043587513,.11612305,-.324873,.0016809305,-.45390591,-.23861764,-.39465234,-.62032026,.052549563,.30554,-.2218677,.041174635,-.17077348,-.51551306
